Name,Type,Species,Height,Weight,Abilities,Catch rate,Base Friendship,Base Exp.,Growth Rate,Gender,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed
Pangoro,Fighting Dark,Daunting Pokémon,2.1,136,1. Iron Fist2. Mold BreakerScrappy (hidden ability),65,50,173,Medium Fast,"50% male, 50% female",95,124,78,69,71,58
Furfrou,Normal,Poodle Pokémon,1.2,28,1. Fur Coat,160,50,165,Medium Fast,"50% male, 50% female",75,80,60,65,90,102
Espurr,Psychic,Restraint Pokémon,0.3,3.5,1. Keen Eye2. InfiltratorOwn Tempo (hidden ability),190,50,71,Medium Fast,"50% male, 50% female",62,48,54,63,60,68
Meowstic,Psychic,Constraint Pokémon,0.6,8.5,Keen Eye Infiltrator Competitive,75,50,163,Medium Fast,"0% male, 100% female",74,48,76,83,81,104
Honedge,Steel Ghost,Sword Pokémon,0.8,2,1. No Guard,180,50,65,Medium Fast,"50% male, 50% female",45,80,100,35,37,28
Doublade,Steel Ghost,Sword Pokémon,0.8,4.5,1. No Guard,90,50,157,Medium Fast,"50% male, 50% female",59,110,150,45,49,35
Aegislash,Steel Ghost,Royal Sword Pokémon,1.7,53,Stance Change,45,50,234,Medium Fast,"50% male, 50% female",60,140,50,140,50,60
Spritzee,Fairy,Perfume Pokémon,0.2,0.5,1. HealerAroma Veil (hidden ability),200,50,68,Medium Fast,"50% male, 50% female",78,52,60,63,65,23
Aromatisse,Fairy,Fragrance Pokémon,0.8,15.5,1. HealerAroma Veil (hidden ability),140,50,162,Medium Fast,"50% male, 50% female",101,72,72,99,89,29
Swirlix,Fairy,Cotton Candy Pokémon,0.4,3.5,1. Sweet VeilUnburden (hidden ability),200,50,68,Medium Fast,"50% male, 50% female",62,48,66,59,57,49
Slurpuff,Fairy,Meringue Pokémon,0.8,5,1. Sweet VeilUnburden (hidden ability),140,50,168,Medium Fast,"50% male, 50% female",82,80,86,85,75,72
Inkay,Dark Psychic,Revolving Pokémon,0.4,3.5,1. Contrary2. Suction CupsInfiltrator (hidden ability),190,50,58,Medium Fast,"50% male, 50% female",53,54,53,37,46,45
Malamar,Dark Psychic,Overturning Pokémon,1.5,47,1. Contrary2. Suction CupsInfiltrator (hidden ability),80,50,169,Medium Fast,"50% male, 50% female",86,92,88,68,75,73
Binacle,Rock Water,Two-Handed Pokémon,0.5,31,1. Sniper2. Tough ClawsPickpocket (hidden ability),120,50,61,Medium Fast,"50% male, 50% female",42,52,67,39,56,50
Barbaracle,Rock Water,Collective Pokémon,1.3,96,1. Sniper2. Tough ClawsPickpocket (hidden ability),45,50,175,Medium Fast,"50% male, 50% female",72,105,115,54,86,68
Skrelp,Poison Water,Mock Kelp Pokémon,0.5,7.3,1. Poison Point2. Poison TouchAdaptability (hidden ability),225,50,64,Medium Fast,"50% male, 50% female",50,60,60,60,60,30
Dragalge,Poison Dragon,Mock Kelp Pokémon,1.8,81.5,1. Poison Point2. Poison TouchAdaptability (hidden ability),55,50,173,Medium Fast,"50% male, 50% female",65,75,90,97,123,44
Clauncher,Water,Water Gun Pokémon,0.5,8.3,1. Mega Launcher,225,50,66,Slow,"50% male, 50% female",50,53,62,58,63,44
Clawitzer,Water,Howitzer Pokémon,1.3,35.3,1. Mega Launcher,55,50,100,Slow,"50% male, 50% female",71,73,88,120,89,59
Helioptile,Electric Normal,Generator Pokémon,0.5,6,1. Dry Skin2. Sand VeilSolar Power (hidden ability),190,50,58,Medium Fast,"50% male, 50% female",44,38,33,61,43,70
Heliolisk,Electric Normal,Generator Pokémon,1,21,1. Dry Skin2. Sand VeilSolar Power (hidden ability),75,50,168,Medium Fast,"50% male, 50% female",62,55,52,109,94,109
Tyrunt,Rock Dragon,Royal Heir Pokémon,0.8,26,1. Strong JawSturdy (hidden ability),45,50,72,Medium Fast,"87.5% male, 12.5% female",58,89,77,45,45,48
Tyrantrum,Rock Dragon,Despot Pokémon,2.5,270,1. Strong JawRock Head (hidden ability),45,50,182,Medium Fast,"87.5% male, 12.5% female",82,121,119,69,59,71
Amaura,Rock Ice,Tundra Pokémon,1.3,25.2,1. RefrigerateSnow Warning (hidden ability),45,50,72,Medium Fast,"87.5% male, 12.5% female",77,59,50,67,63,46
Aurorus,Rock Ice,Tundra Pokémon,2.7,225,1. RefrigerateSnow Warning (hidden ability),45,50,104,Medium Fast,"87.5% male, 12.5% female",123,77,72,99,92,58
Sylveon,Fairy,Intertwining Pokémon,1,23.5,1. Cute CharmPixilate (hidden ability),45,50,184,Medium Fast,"87.5% male, 12.5% female",95,65,65,110,130,60
Hawlucha,Fighting Flying,Wrestling Pokémon,0.8,21.5,1. Limber2. UnburdenMold Breaker (hidden ability),100,50,175,Medium Fast,"50% male, 50% female",78,92,75,74,63,118
Dedenne,Electric Fairy,Antenna Pokémon,0.2,2.2,1. Cheek Pouch2. PickupPlus (hidden ability),180,50,151,Medium Fast,"50% male, 50% female",67,58,57,81,67,101
Carbink,Rock Fairy,Jewel Pokémon,0.3,5.7,1. Clear BodySturdy (hidden ability),60,50,100,Slow,Genderless,50,50,150,50,150,50
Goomy,Dragon,Soft Tissue Pokémon,0.3,2.8,1. Sap Sipper2. HydrationGooey (hidden ability),45,35,60,Slow,"50% male, 50% female",45,50,35,55,75,40
Sliggoo,Steel Dragon,Snail Pokémon,0.7,68.5,Sap Sipper Shell Armor Gooey,45,35,158,Slow,"50% male, 50% female",58,75,83,83,113,40
Goodra,Steel Dragon,Shell Bunker Pokémon,1.7,334.1,Sap Sipper Shell Armor Gooey,45,35,300,Slow,"50% male, 50% female",80,100,100,110,150,60
Klefki,Steel Fairy,Key Ring Pokémon,0.2,3,1. PranksterMagician (hidden ability),75,50,165,Fast,"50% male, 50% female",57,80,91,80,87,75
Phantump,Ghost Grass,Stump Pokémon,0.4,7,1. Natural Cure2. FriskHarvest (hidden ability),120,50,62,Medium Fast,"50% male, 50% female",43,70,48,50,60,38
Trevenant,Ghost Grass,Elder Tree Pokémon,1.5,71,1. Natural Cure2. FriskHarvest (hidden ability),60,50,166,Medium Fast,"50% male, 50% female",85,110,76,65,82,56
Pumpkaboo,Ghost Grass,Pumpkin Pokémon,0.8,15,Pickup Frisk Insomnia,120,50,67,Medium Fast,"50% male, 50% female",59,66,70,44,55,41
Gourgeist,Ghost Grass,Pumpkin Pokémon,1.7,39,Pickup Frisk Insomnia,60,50,173,Medium Fast,"50% male, 50% female",85,100,122,58,75,54
Bergmite,Ice,Ice Chunk Pokémon,1,99.5,1. Own Tempo2. Ice BodySturdy (hidden ability),190,50,61,Medium Fast,"50% male, 50% female",55,69,85,32,35,28
Avalugg,Ice Rock,Iceberg Pokémon,1.4,262.4,Strong Jaw Ice Body Sturdy,55,50,180,Medium Fast,"50% male, 50% female",95,127,184,34,36,38
Noibat,Flying Dragon,Sound Wave Pokémon,0.5,8,1. Frisk2. InfiltratorTelepathy (hidden ability),190,50,49,Medium Fast,"50% male, 50% female",40,30,35,45,40,55
Noivern,Flying Dragon,Sound Wave Pokémon,1.5,85,1. Frisk2. InfiltratorTelepathy (hidden ability),45,50,187,Medium Fast,"50% male, 50% female",85,70,80,97,80,123
Xerneas,Fairy,Life Pokémon,3,215,1. Fairy Aura,45,0,306,Slow,Genderless,126,131,95,131,98,99
Yveltal,Dark Flying,Destruction Pokémon,5.8,203,1. Dark Aura,45,0,306,Slow,Genderless,126,131,95,131,98,99
Zygarde,Dragon Ground,Order Pokémon,4.5,610,Power Construct,3,0,319,Slow,Genderless,216,100,121,91,95,85
Diancie,Rock Fairy,Jewel Pokémon,1.1,27.8,Magic Bounce,3,50,315,Slow,Genderless,50,160,110,160,110,110
Hoopa,Psychic Dark,Djinn Pokémon,6.5,490,Magician,3,50,340,Slow,Genderless,80,160,60,170,130,80
Volcanion,Fire Water,Steam Pokémon,1.7,195,1. Water Absorb,3,100,300,Slow,Genderless,80,110,120,130,90,70
Rowlet,Grass Flying,Grass Quill Pokémon,0.3,1.5,1. OvergrowLong Reach (hidden ability),45,50,64,Medium Slow,"87.5% male, 12.5% female",68,55,55,50,50,42
Dartrix,Grass Flying,Blade Quill Pokémon,0.7,16,1. OvergrowLong Reach (hidden ability),45,50,147,Medium Slow,"87.5% male, 12.5% female",78,75,75,70,70,52
Decidueye,Grass Fighting,Arrow Quill Pokémon,1.6,37,Overgrow Scrappy,45,50,265,Medium Slow,"87.5% male, 12.5% female",88,112,80,95,95,60
Litten,Fire,Fire Cat Pokémon,0.4,4.3,1. BlazeIntimidate (hidden ability),45,50,64,Medium Slow,"87.5% male, 12.5% female",45,65,40,60,40,70
Torracat,Fire,Fire Cat Pokémon,0.7,25,1. BlazeIntimidate (hidden ability),45,50,147,Medium Slow,"87.5% male, 12.5% female",65,85,50,80,50,90
Incineroar,Fire Dark,Heel Pokémon,1.8,83,1. BlazeIntimidate (hidden ability),45,50,239,Medium Slow,"87.5% male, 12.5% female",95,115,90,80,90,60
Popplio,Water,Sea Lion Pokémon,0.4,7.5,1. TorrentLiquid Voice (hidden ability),45,50,64,Medium Slow,"87.5% male, 12.5% female",50,54,54,66,56,40
Brionne,Water,Pop Star Pokémon,0.6,17.5,1. TorrentLiquid Voice (hidden ability),45,50,147,Medium Slow,"87.5% male, 12.5% female",60,69,69,91,81,50
Primarina,Water Fairy,Soloist Pokémon,1.8,44,1. TorrentLiquid Voice (hidden ability),45,50,239,Medium Slow,"87.5% male, 12.5% female",80,74,74,126,116,60
Pikipek,Normal Flying,Woodpecker Pokémon,0.3,1.2,1. Keen Eye2. Skill LinkPickup (hidden ability),255,50,53,Medium Fast,"50% male, 50% female",35,75,30,30,30,65
Trumbeak,Normal Flying,Bugle Beak Pokémon,0.6,14.8,1. Keen Eye2. Skill LinkPickup (hidden ability),120,50,124,Medium Fast,"50% male, 50% female",55,85,50,40,50,75
Toucannon,Normal Flying,Cannon Pokémon,1.1,26,1. Keen Eye2. Skill LinkSheer Force (hidden ability),45,50,218,Medium Fast,"50% male, 50% female",80,120,75,75,75,60
Yungoos,Normal,Loitering Pokémon,0.4,6,1. Strong Jaw2. StakeoutAdaptability (hidden ability),255,50,51,Medium Fast,"50% male, 50% female",48,70,30,30,30,45
Gumshoos,Normal,Stakeout Pokémon,0.7,14.2,1. Strong Jaw2. StakeoutAdaptability (hidden ability),127,50,146,Medium Fast,"50% male, 50% female",88,110,60,55,60,45
Grubbin,Bug,Larva Pokémon,0.4,4.4,1. Swarm,255,50,60,Medium Fast,"50% male, 50% female",47,62,45,55,45,46
Charjabug,Bug Electric,Battery Pokémon,0.5,10.5,1. Battery,120,50,140,Medium Fast,"50% male, 50% female",57,82,95,55,75,36
Vikavolt,Bug Electric,Stag Beetle Pokémon,1.5,45,1. Levitate,45,50,225,Medium Fast,"50% male, 50% female",77,70,90,145,75,43
Crabrawler,Fighting,Boxing Pokémon,0.6,7,1. Hyper Cutter2. Iron FistAnger Point (hidden ability),225,50,68,Medium Fast,"50% male, 50% female",47,82,57,42,47,63
Crabominable,Fighting Ice,Woolly Crab Pokémon,1.7,180,1. Hyper Cutter2. Iron FistAnger Point (hidden ability),60,50,167,Medium Fast,"50% male, 50% female",97,132,77,62,67,43
Oricorio,Ghost Flying,Dancing Pokémon,0.6,3.4,Dancer,45,50,167,Medium Fast,"25% male, 75% female",75,70,70,98,70,93
Cutiefly,Bug Fairy,Bee Fly Pokémon,0.1,0.2,1. Honey Gather2. Shield DustSweet Veil (hidden ability),190,50,61,Medium Fast,"50% male, 50% female",40,45,40,55,40,84
Ribombee,Bug Fairy,Bee Fly Pokémon,0.2,0.5,1. Honey Gather2. Shield DustSweet Veil (hidden ability),75,50,162,Medium Fast,"50% male, 50% female",60,55,60,95,70,124
Rockruff,Rock,Puppy Pokémon,0.5,9.2,Own Tempo,190,50,56,Medium Fast,"50% male, 50% female",45,65,40,30,40,60
Lycanroc,Rock,Wolf Pokémon,0.8,25,Tough Claws,90,50,170,Medium Fast,"50% male, 50% female",75,117,65,55,65,110
Wishiwashi,Water,Small Fry Pokémon,8.2,78.6,Schooling,60,50,217,Fast,"50% male, 50% female",45,140,130,140,135,30
Mareanie,Poison Water,Brutal Star Pokémon,0.4,8,1. Merciless2. LimberRegenerator (hidden ability),190,50,61,Medium Fast,"50% male, 50% female",50,53,62,43,52,45
Toxapex,Poison Water,Brutal Star Pokémon,0.7,14.5,1. Merciless2. LimberRegenerator (hidden ability),75,50,173,Medium Fast,"50% male, 50% female",50,63,152,53,142,35
Mudbray,Ground,Donkey Pokémon,1,110,1. Own Tempo2. StaminaInner Focus (hidden ability),190,50,77,Medium Fast,"50% male, 50% female",70,100,70,45,55,45
Mudsdale,Ground,Draft Horse Pokémon,2.5,920,1. Own Tempo2. StaminaInner Focus (hidden ability),60,50,175,Medium Fast,"50% male, 50% female",100,125,100,55,85,35
Dewpider,Water Bug,Water Bubble Pokémon,0.3,4,1. Water BubbleWater Absorb (hidden ability),200,50,54,Medium Fast,"50% male, 50% female",38,40,52,40,72,27
Araquanid,Water Bug,Water Bubble Pokémon,1.8,82,1. Water BubbleWater Absorb (hidden ability),100,50,159,Medium Fast,"50% male, 50% female",68,70,92,50,132,42
Fomantis,Grass,Sickle Grass Pokémon,0.3,1.5,1. Leaf GuardContrary (hidden ability),190,50,50,Medium Fast,"50% male, 50% female",40,55,35,50,35,35
Lurantis,Grass,Bloom Sickle Pokémon,0.9,18.5,1. Leaf GuardContrary (hidden ability),75,50,168,Medium Fast,"50% male, 50% female",70,105,90,80,90,45
Morelull,Grass Fairy,Illuminating Pokémon,0.2,1.5,1. Illuminate2. Effect SporeRain Dish (hidden ability),190,50,57,Medium Fast,"50% male, 50% female",40,35,55,65,75,15
Shiinotic,Grass Fairy,Illuminating Pokémon,1,11.5,1. Illuminate2. Effect SporeRain Dish (hidden ability),75,50,142,Medium Fast,"50% male, 50% female",60,45,80,90,100,30
Salandit,Poison Fire,Toxic Lizard Pokémon,0.6,4.8,1. CorrosionOblivious (hidden ability),120,50,64,Medium Fast,"87.5% male, 12.5% female",48,44,40,71,40,77
Salazzle,Poison Fire,Toxic Lizard Pokémon,1.2,22.2,1. CorrosionOblivious (hidden ability),45,50,168,Medium Fast,"0% male, 100% female",68,64,60,111,60,117
Stufful,Normal Fighting,Flailing Pokémon,0.5,6.8,1. Fluffy2. KlutzCute Charm (hidden ability),140,50,68,Medium Fast,"50% male, 50% female",70,75,50,45,50,50
Bewear,Normal Fighting,Strong Arm Pokémon,2.1,135,1. Fluffy2. KlutzUnnerve (hidden ability),70,50,175,Medium Fast,"50% male, 50% female",120,125,80,55,60,60
Bounsweet,Grass,Fruit Pokémon,0.3,3.2,1. Leaf Guard2. ObliviousSweet Veil (hidden ability),235,50,42,Medium Slow,"0% male, 100% female",42,30,38,30,38,32
Steenee,Grass,Fruit Pokémon,0.7,8.2,1. Leaf Guard2. ObliviousSweet Veil (hidden ability),120,50,102,Medium Slow,"0% male, 100% female",52,40,48,40,48,62
Tsareena,Grass,Fruit Pokémon,1.2,21.4,1. Leaf Guard2. Queenly MajestySweet Veil (hidden ability),45,50,255,Medium Slow,"0% male, 100% female",72,120,98,50,98,72
Comfey,Fairy,Posy Picker Pokémon,0.1,0.3,1. Flower Veil2. TriageNatural Cure (hidden ability),60,50,170,Fast,"25% male, 75% female",51,52,90,82,110,100
Oranguru,Normal Psychic,Sage Pokémon,1.5,76,1. Inner Focus2. TelepathySymbiosis (hidden ability),45,50,172,Slow,"50% male, 50% female",90,60,80,90,110,60
Passimian,Fighting,Teamwork Pokémon,2,82.8,1. ReceiverDefiant (hidden ability),45,50,172,Slow,"50% male, 50% female",100,120,90,40,60,80
Wimpod,Bug Water,Turn Tail Pokémon,0.5,12,1. Wimp Out,90,50,46,Medium Fast,"50% male, 50% female",25,35,40,20,30,80
Golisopod,Bug Water,Hard Scale Pokémon,2,108,1. Emergency Exit,45,50,186,Medium Fast,"50% male, 50% female",75,125,140,60,90,40
Sandygast,Ghost Ground,Sand Heap Pokémon,0.5,70,1. Water CompactionSand Veil (hidden ability),140,50,64,Medium Fast,"50% male, 50% female",55,55,80,70,45,15
Palossand,Ghost Ground,Sand Castle Pokémon,1.3,250,1. Water CompactionSand Veil (hidden ability),60,50,168,Medium Fast,"50% male, 50% female",85,75,110,100,75,35
Pyukumuku,Water,Sea Cucumber Pokémon,0.3,1.2,1. Innards OutUnaware (hidden ability),60,50,144,Fast,"50% male, 50% female",55,60,130,30,130,5
Silvally,Normal,Synthetic Pokémon,2.3,100.5,1. RKS System,3,0,257,Slow,Genderless,95,95,95,95,95,95
Minior,Rock Flying,Meteor Pokémon,0.3,0.3,Shields Down,30,50,175,Medium Slow,Genderless,60,100,60,100,60,120
Komala,Normal,Drowsing Pokémon,0.4,19.9,1. Comatose,45,50,168,Slow,"50% male, 50% female",65,115,65,75,95,65
Turtonator,Fire Dragon,Blast Turtle Pokémon,2,212,1. Shell Armor,70,50,170,Medium Fast,"50% male, 50% female",60,78,135,91,85,36
Togedemaru,Electric Steel,Roly-Poly Pokémon,0.3,3.3,1. Iron Barbs2. Lightning RodSturdy (hidden ability),180,50,152,Medium Fast,"50% male, 50% female",65,98,63,40,73,96
Mimikyu,Ghost Fairy,Disguise Pokémon,0.2,0.7,1. Disguise,45,50,167,Medium Fast,"50% male, 50% female",55,90,80,50,105,96
Bruxish,Water Psychic,Gnash Teeth Pokémon,0.9,19,1. Dazzling2. Strong JawWonder Skin (hidden ability),80,50,166,Medium Fast,"50% male, 50% female",68,105,70,70,70,92
Drampa,Normal Dragon,Placid Pokémon,3,185,1. Berserk2. Sap SipperCloud Nine (hidden ability),70,50,170,Medium Fast,"50% male, 50% female",78,60,85,135,91,36
Dhelmise,Ghost Grass,Sea Creeper Pokémon,3.9,210,1. Steelworker,25,50,181,Medium Fast,Genderless,70,131,100,86,90,40
Jangmo-o,Dragon,Scaly Pokémon,0.6,29.7,1. Bulletproof2. SoundproofOvercoat (hidden ability),45,50,60,Slow,"50% male, 50% female",45,55,65,45,45,45
Hakamo-o,Dragon Fighting,Scaly Pokémon,1.2,47,1. Bulletproof2. SoundproofOvercoat (hidden ability),45,50,147,Slow,"50% male, 50% female",55,75,90,65,70,65
Kommo-o,Dragon Fighting,Scaly Pokémon,1.6,78.2,1. Bulletproof2. SoundproofOvercoat (hidden ability),45,50,270,Slow,"50% male, 50% female",75,110,125,100,105,85
Tapu Koko,Electric Fairy,Land Spirit Pokémon,1.8,20.5,1. Electric SurgeTelepathy (hidden ability),3,50,257,Slow,Genderless,70,115,85,95,75,130
Tapu Lele,Psychic Fairy,Land Spirit Pokémon,1.2,18.6,1. Psychic SurgeTelepathy (hidden ability),3,50,257,Slow,Genderless,70,85,75,130,115,95
Tapu Bulu,Grass Fairy,Land Spirit Pokémon,1.9,45.5,1. Grassy SurgeTelepathy (hidden ability),3,50,257,Slow,Genderless,70,130,115,85,95,75
Tapu Fini,Water Fairy,Land Spirit Pokémon,1.3,21.2,1. Misty SurgeTelepathy (hidden ability),3,50,257,Slow,Genderless,70,75,115,95,130,85
Cosmog,Psychic,Nebula Pokémon,0.2,0.1,1. Unaware,45,0,40,Slow,Genderless,43,29,31,29,31,37
Cosmoem,Psychic,Protostar Pokémon,0.1,999.9,1. Sturdy,45,0,140,Slow,Genderless,43,29,131,29,131,37
Solgaleo,Psychic Steel,Sunne Pokémon,3.4,230,1. Full Metal Body,45,0,306,Slow,Genderless,137,137,107,113,89,97
Lunala,Psychic Ghost,Moone Pokémon,4,120,1. Shadow Shield,45,0,306,Slow,Genderless,137,113,89,137,107,97
Nihilego,Rock Poison,Parasite Pokémon,1.2,55.5,1. Beast Boost,45,0,257,Slow,Genderless,109,53,47,127,131,103
Buzzwole,Bug Fighting,Swollen Pokémon,2.4,333.6,1. Beast Boost,45,0,257,Slow,Genderless,107,139,139,53,53,79
Pheromosa,Bug Fighting,Lissome Pokémon,1.8,25,1. Beast Boost,45,0,257,Slow,Genderless,71,137,37,137,37,151
Xurkitree,Electric,Glowing Pokémon,3.8,100,1. Beast Boost,45,0,257,Slow,Genderless,83,89,71,173,71,83
Celesteela,Steel Flying,Launch Pokémon,9.2,999.9,1. Beast Boost,45,0,257,Slow,Genderless,97,101,103,107,101,61
Kartana,Grass Steel,Drawn Sword Pokémon,0.3,0.1,1. Beast Boost,45,0,257,Slow,Genderless,59,181,131,59,31,109
Guzzlord,Dark Dragon,Junkivore Pokémon,5.5,888,1. Beast Boost,45,0,257,Slow,Genderless,223,101,53,97,53,43
Necrozma,Psychic Dragon,Prism Pokémon,7.5,230,Neuroforce,3,0,339,Slow,Genderless,97,167,97,167,97,129
Magearna,Steel Fairy,Artificial Pokémon,1,80.5,1. Soul-Heart,3,0,300,Slow,Genderless,80,95,115,130,115,65
Marshadow,Fighting Ghost,Gloomdweller Pokémon,0.7,22.2,1. Technician,3,0,270,Slow,Genderless,90,125,80,90,90,125
Poipole,Poison,Poison Pin Pokémon,0.6,1.8,1. Beast Boost,45,0,189,Slow,Genderless,67,73,67,73,67,73
Naganadel,Poison Dragon,Poison Pin Pokémon,3.6,150,1. Beast Boost,45,0,243,Slow,Genderless,73,73,73,127,73,121
Stakataka,Rock Steel,Rampart Pokémon,5.5,820,1. Beast Boost,30,0,257,Slow,Genderless,61,131,211,53,101,13
Blacephalon,Fire Ghost,Fireworks Pokémon,1.8,13,1. Beast Boost,30,0,257,Slow,Genderless,53,127,53,151,79,107
Zeraora,Electric,Thunderclap Pokémon,1.5,44.5,1. Volt Absorb,3,0,270,Slow,Genderless,88,112,75,102,80,143
Meltan,Steel,Hex Nut Pokémon,0.2,8,1. Magnet Pull,3,0,150,Slow,Genderless,46,65,65,55,35,34
Melmetal,Steel,Hex Nut Pokémon,2.5,800,1. Iron Fist,3,0,300,Slow,Genderless,135,143,143,80,65,34
Grookey,Grass,Chimp Pokémon,0.3,5,1. OvergrowGrassy Surge (hidden ability),45,50,62,Medium Slow,"87.5% male, 12.5% female",50,65,50,40,40,65
Thwackey,Grass,Beat Pokémon,0.7,14,1. OvergrowGrassy Surge (hidden ability),45,50,147,Medium Slow,"87.5% male, 12.5% female",70,85,70,55,60,80
Rillaboom,Grass,Drummer Pokémon,2.1,90,1. OvergrowGrassy Surge (hidden ability),45,50,265,Medium Slow,"87.5% male, 12.5% female",100,125,90,60,70,85
Scorbunny,Fire,Rabbit Pokémon,0.3,4.5,1. BlazeLibero (hidden ability),45,50,62,Medium Slow,"87.5% male, 12.5% female",50,71,40,40,40,69
Raboot,Fire,Rabbit Pokémon,0.6,9,1. BlazeLibero (hidden ability),45,50,147,Medium Slow,"87.5% male, 12.5% female",65,86,60,55,60,94
Cinderace,Fire,Striker Pokémon,1.4,33,1. BlazeLibero (hidden ability),45,50,265,Medium Slow,"87.5% male, 12.5% female",80,116,75,65,75,119
Sobble,Water,Water Lizard Pokémon,0.3,4,1. TorrentSniper (hidden ability),45,50,62,Medium Slow,"87.5% male, 12.5% female",50,40,40,70,40,70
Drizzile,Water,Water lizard Pokémon,0.7,11.5,1. TorrentSniper (hidden ability),45,50,147,Medium Slow,"87.5% male, 12.5% female",65,60,55,95,55,90
Inteleon,Water,Secret Agent Pokémon,1.9,45.2,1. TorrentSniper (hidden ability),45,50,265,Medium Slow,"87.5% male, 12.5% female",70,85,65,125,65,120
Skwovet,Normal,Cheeky Pokémon,0.3,2.5,1. Cheek PouchGluttony (hidden ability),255,50,55,Medium Fast,"50% male, 50% female",70,55,55,35,35,25
Greedent,Normal,Greedy Pokémon,0.6,6,1. Cheek PouchGluttony (hidden ability),90,50,161,Medium Fast,"50% male, 50% female",120,95,95,55,75,20
Rookidee,Flying,Tiny Bird Pokémon,0.2,1.8,1. Keen Eye2. UnnerveBig Pecks (hidden ability),255,50,49,Medium Slow,"50% male, 50% female",38,47,35,33,35,57
Corvisquire,Flying,Raven Pokémon,0.8,16,1. Keen Eye2. UnnerveBig Pecks (hidden ability),120,50,128,Medium Slow,"50% male, 50% female",68,67,55,43,55,77
Corviknight,Flying Steel,Raven Pokémon,2.2,75,1. Pressure2. UnnerveMirror Armor (hidden ability),45,50,248,Medium Slow,"50% male, 50% female",98,87,105,53,85,67
Blipbug,Bug,Larva Pokémon,0.4,8,1. Swarm2. Compound EyesTelepathy (hidden ability),255,50,36,Medium Fast,"50% male, 50% female",25,20,20,25,45,45
Dottler,Bug Psychic,Radome Pokémon,0.4,19.5,1. Swarm2. Compound EyesTelepathy (hidden ability),120,50,117,Medium Fast,"50% male, 50% female",50,35,80,50,90,30
Orbeetle,Bug Psychic,Seven Spot Pokémon,0.4,40.8,1. Swarm2. FriskTelepathy (hidden ability),45,50,253,Medium Fast,"50% male, 50% female",60,45,110,80,120,90
Nickit,Dark,Fox Pokémon,0.6,8.9,1. Run Away2. UnburdenStakeout (hidden ability),255,50,49,Fast,"50% male, 50% female",40,28,28,47,52,50
Thievul,Dark,Fox Pokémon,1.2,19.9,1. Run Away2. UnburdenStakeout (hidden ability),127,50,159,Fast,"50% male, 50% female",70,58,58,87,92,90
Gossifleur,Grass,Flowering Pokémon,0.4,2.2,1. Cotton Down2. RegeneratorEffect Spore (hidden ability),190,50,50,Medium Fast,"50% male, 50% female",40,40,60,40,60,10
Eldegoss,Grass,Cotton Bloom Pokémon,0.5,2.5,1. Cotton Down2. RegeneratorEffect Spore (hidden ability),75,50,161,Medium Fast,"50% male, 50% female",60,50,90,80,120,60
Wooloo,Normal,Sheep Pokémon,0.6,6,1. Fluffy2. Run AwayBulletproof (hidden ability),255,50,122,Medium Fast,"50% male, 50% female",42,40,55,40,45,48
Dubwool,Normal,Sheep Pokémon,1.3,43,1. Fluffy2. SteadfastBulletproof (hidden ability),127,50,172,Medium Fast,"50% male, 50% female",72,80,100,60,90,88
Chewtle,Water,Snapping Pokémon,0.3,8.5,1. Strong Jaw2. Shell ArmorSwift Swim (hidden ability),255,50,57,Medium Fast,"50% male, 50% female",50,64,50,38,38,44
Drednaw,Water Rock,Bite Pokémon,1,115.5,1. Strong Jaw2. Shell ArmorSwift Swim (hidden ability),75,50,170,Medium Fast,"50% male, 50% female",90,115,90,48,68,74
Yamper,Electric,Puppy Pokémon,0.3,13.5,1. Ball FetchRattled (hidden ability),255,50,54,Fast,"50% male, 50% female",59,45,50,40,50,26
Boltund,Electric,Dog Pokémon,1,34,1. Strong JawCompetitive (hidden ability),45,50,172,Fast,"50% male, 50% female",69,90,60,90,60,121
Rolycoly,Rock,Coal Pokémon,0.3,12,1. Steam Engine2. HeatproofFlash Fire (hidden ability),255,50,48,Medium Slow,"50% male, 50% female",30,40,50,40,50,30
Carkol,Rock Fire,Coal Pokémon,1.1,78,1. Steam Engine2. Flame BodyFlash Fire (hidden ability),120,50,144,Medium Slow,"50% male, 50% female",80,60,90,60,70,50
Coalossal,Rock Fire,Coal Pokémon,2.8,310.5,1. Steam Engine2. Flame BodyFlash Fire (hidden ability),45,50,255,Medium Slow,"50% male, 50% female",110,80,120,80,90,30
Applin,Grass Dragon,Apple Core Pokémon,0.2,0.5,1. Ripen2. GluttonyBulletproof (hidden ability),255,50,52,Erratic,"50% male, 50% female",40,40,80,40,40,20
Flapple,Grass Dragon,Apple Wing Pokémon,0.3,1,1. Ripen2. GluttonyHustle (hidden ability),45,50,170,Erratic,"50% male, 50% female",70,110,80,95,60,70
Appletun,Grass Dragon,Apple Nectar Pokémon,0.4,13,1. Ripen2. GluttonyThick Fat (hidden ability),45,50,170,Erratic,"50% male, 50% female",110,85,80,100,80,30
Silicobra,Ground,Sand Snake Pokémon,2.2,7.6,1. Sand Spit2. Shed SkinSand Veil (hidden ability),255,50,63,Medium Fast,"50% male, 50% female",52,57,75,35,50,46
